Year,Country,fertility,life,population,child_mortality,gdp,region
1998,"Macedonia, FYR",1.788,72.78,1992404,18.1,7983,Europe & Central Asia
1999,"Macedonia, FYR",1.729,73.017,2001178,16.9,8242,Europe & Central Asia
2000,"Macedonia, FYR",1.678,73.244,2009091,16,8543,Europe & Central Asia
2001,"Macedonia, FYR",1.635,73.453,2016075,15.2,8229,Europe & Central Asia
2002,"Macedonia, FYR",1.598,73.641,2022255,14.5,8314,Europe & Central Asia
2003,"Macedonia, FYR",1.567,73.808,2027819,14.2,8473,Europe & Central Asia
2004,"Macedonia, FYR",1.54,73.955,2033039,14,8848,Europe & Central Asia
2005,"Macedonia, FYR",1.519,74.085,2038109,13.7,9247,Europe & Central Asia
2006,"Macedonia, FYR",1.501,74.206,2043091,13.2,9704,Europe & Central Asia
2007,"Macedonia, FYR",1.486,74.327,2047922,12.5,10319,Europe & Central Asia
2008,"Macedonia, FYR",1.473,74.452,2052524,11.8,10872,Europe & Central Asia
2009,"Macedonia, FYR",1.462,74.587,2056769,11,10824,Europe & Central Asia
2010,"Macedonia, FYR",1.452,74.731,2060563,9.9,11179,Europe & Central Asia
2011,"Macedonia, FYR",1.443,74.884,2063893,8.6,11431,Europe & Central Asia
2012,"Macedonia, FYR",1.436,75.041,2066785,7.4,11370,Europe & Central Asia
2013,"Macedonia, FYR",1.431,75.198,2069219,6.6,11664,Europe & Central Asia
1964,Madagascar,7.3,41.876,5623161,174.04,2273,Sub-Saharan Africa
1965,Madagascar,7.301,42.351,5764278,165.47,2218,Sub-Saharan Africa
1966,Madagascar,7.304,42.828,5909996,159.77,2218,Sub-Saharan Africa
1967,Madagascar,7.31,43.31,6060590,153.95,2293,Sub-Saharan Africa
1968,Madagascar,7.316,43.796,6216739,148.6,2398,Sub-Saharan Africa
1969,Madagascar,7.322,44.283,6379309,150.2,2436,Sub-Saharan Africa
1970,Madagascar,7.325,44.771,6548922,151.9,2509,Sub-Saharan Africa
1971,Madagascar,7.325,45.257,6725666,153.7,2551,Sub-Saharan Africa
1972,Madagascar,7.318,45.735,6909376,155.7,2463,Sub-Saharan Africa
1973,Madagascar,7.3,46.203,7100076,158.2,2346,Sub-Saharan Africa
1974,Madagascar,7.269,46.656,7297711,161,2339,Sub-Saharan Africa
1975,Madagascar,7.216,47.094,7502097,163.5,2314,Sub-Saharan Africa
1976,Madagascar,7.129,47.517,7713983,165.9,2187,Sub-Saharan Africa
1977,Madagascar,7.008,47.926,7933128,168,2184,Sub-Saharan Africa
1978,Madagascar,6.857,48.317,8157215,170.1,2074,Sub-Saharan Africa
1979,Madagascar,6.687,48.683,8383124,172.2,2218,Sub-Saharan Africa
1980,Madagascar,6.514,49.005,8608964,174.6,2177,Sub-Saharan Africa
1981,Madagascar,6.359,49.26,8833875,177.6,1936,Sub-Saharan Africa
1982,Madagascar,6.24,49.442,9059559,180.3,1850,Sub-Saharan Africa
1983,Madagascar,6.165,49.56,9289882,182.4,1814,Sub-Saharan Africa
1984,Madagascar,6.135,49.634,9530197,183.1,1700,Sub-Saharan Africa
1985,Madagascar,6.146,49.694,9784559,182.4,1691,Sub-Saharan Africa
1986,Madagascar,6.182,49.781,10054543,180.1,1657,Sub-Saharan Africa
1987,Madagascar,6.225,49.932,10339739,176.5,1646,Sub-Saharan Africa
1988,Madagascar,6.256,50.176,10639804,171.7,1626,Sub-Saharan Africa
1989,Madagascar,6.268,50.53,10953663,166.2,1645,Sub-Saharan Africa
1990,Madagascar,6.258,51.003,11280625,160.7,1661,Sub-Saharan Africa
1991,Madagascar,6.225,51.595,11620718,155.8,1510,Sub-Saharan Africa
1992,Madagascar,6.179,52.278,11974724,151.3,1482,Sub-Saharan Africa
1993,Madagascar,6.126,53.022,12343496,147.1,1468,Sub-Saharan Africa
1994,Madagascar,6.066,53.808,12728117,142.9,1422,Sub-Saharan Africa
1995,Madagascar,5.999,54.616,13129227,138.4,1402,Sub-Saharan Africa
1996,Madagascar,5.924,55.43,13547271,133.4,1388,Sub-Saharan Africa
1997,Madagascar,5.841,56.239,13981666,127.7,1394,Sub-Saharan Africa
1998,Madagascar,5.749,57.028,14430739,121.7,1404,Sub-Saharan Africa
1999,Madagascar,5.651,57.782,14892172,115.5,1424,Sub-Saharan Africa
2000,Madagascar,5.548,58.485,15364272,109.2,1446,Sub-Saharan Africa
2001,Madagascar,5.443,59.129,15846412,103.1,1487,Sub-Saharan Africa
2002,Madagascar,5.337,59.717,16338968,97.2,1259,Sub-Saharan Africa
2003,Madagascar,5.233,60.256,16842482,91.5,1342,Sub-Saharan Africa
2004,Madagascar,5.133,60.752,17357913,85.9,1371,Sub-Saharan Africa
2005,Madagascar,5.039,61.212,17885967,80.6,1393,Sub-Saharan Africa
2006,Madagascar,4.952,61.649,18426870,75.4,1421,Sub-Saharan Africa
2007,Madagascar,4.87,62.075,18980391,70.8,1468,Sub-Saharan Africa
2008,Madagascar,4.794,62.503,19546282,66.7,1528,Sub-Saharan Africa
2009,Madagascar,4.722,62.937,20124150,63.3,1426,Sub-Saharan Africa
2010,Madagascar,4.654,63.38,20713819,60.3,1390,Sub-Saharan Africa
2011,Madagascar,4.59,63.83,21315135,57.8,1372,Sub-Saharan Africa
2012,Madagascar,4.528,64.28,21928518,55.5,1374,Sub-Saharan Africa
2013,Madagascar,4.468,64.723,22555046,53.4,1369,Sub-Saharan Africa
1964,Malawi,7.06,38.71,3877813,355.2,391,Sub-Saharan Africa
1965,Malawi,7.101,38.928,3974682,353.5,433,Sub-Saharan Africa
1966,Malawi,7.141,39.179,4074649,351.4,464,Sub-Saharan Africa
1967,Malawi,7.182,39.475,4178378,350.1,496,Sub-Saharan Africa
1968,Malawi,7.222,39.821,4287627,348.3,477,Sub-Saharan Africa
1969,Malawi,7.263,40.214,4404709,345.8,494,Sub-Saharan Africa
1970,Malawi,7.304,40.64,4531280,342,489,Sub-Saharan Africa
1971,Malawi,7.346,41.08,4667889,336.9,545,Sub-Saharan Africa
1972,Malawi,7.389,41.511,4814073,330.3,585,Sub-Saharan Africa
1973,Malawi,7.433,41.919,4969175,322.7,616,Sub-Saharan Africa
1974,Malawi,7.477,42.298,5132087,314.5,639,Sub-Saharan Africa
1975,Malawi,7.518,42.651,5301861,305.8,643,Sub-Saharan Africa
1976,Malawi,7.555,42.99,5481074,296.4,649,Sub-Saharan Africa
1977,Malawi,7.584,43.33,5670199,286.3,662,Sub-Saharan Africa
1978,Malawi,7.605,43.681,5863933,275.9,703,Sub-Saharan Africa
1979,Malawi,7.617,44.044,6055046,265.4,714,Sub-Saharan Africa
1980,Malawi,7.621,44.417,6239898,256.6,698,Sub-Saharan Africa
1981,Malawi,7.619,44.793,6409111,249.4,606,Sub-Saharan Africa
1982,Malawi,7.613,45.161,6567327,245,600,Sub-Saharan Africa
1983,Malawi,7.601,45.51,6741249,243.7,609,Sub-Saharan Africa
1984,Malawi,7.583,45.833,6967388,245.2,612,Sub-Saharan Africa
1985,Malawi,7.549,46.129,7268257,248.2,614,Sub-Saharan Africa
1986,Malawi,7.49,46.399,7661008,250.4,594,Sub-Saharan Africa
1987,Malawi,7.402,46.643,8128340,250.2,554,Sub-Saharan Africa
1988,Malawi,7.287,46.861,8616602,247.4,540,Sub-Saharan Africa
1989,Malawi,7.148,47.043,9051225,242.5,535,Sub-Saharan Africa
1990,Malawi,6.997,47.17,9380892,235.9,540,Sub-Saharan Africa
1991,Malawi,6.85,47.219,9583696,227.8,575,Sub-Saharan Africa
1992,Malawi,6.719,47.182,9681728,219.6,527,Sub-Saharan Africa
1993,Malawi,6.614,47.067,9721620,212.3,576,Sub-Saharan Africa
1994,Malawi,6.536,46.89,9772164,206.4,514,Sub-Saharan Africa
1995,Malawi,6.483,46.671,9883350,201.9,593,Sub-Saharan Africa
1996,Malawi,6.446,46.431,10070605,198.2,625,Sub-Saharan Africa
1997,Malawi,6.411,46.209,10319125,194.6,633,Sub-Saharan Africa
1998,Malawi,6.369,46.044,10612353,189.9,639,Sub-Saharan Africa
1999,Malawi,6.317,45.971,10922265,182.7,640,Sub-Saharan Africa
2000,Malawi,6.254,46.04,11228756,172.8,632,Sub-Saharan Africa
2001,Malawi,6.186,46.292,11529337,160.7,585,Sub-Saharan Africa
2002,Malawi,6.119,46.729,11833102,147.5,580,Sub-Saharan Africa
2003,Malawi,6.058,47.338,12144945,134.9,596,Sub-Saharan Africa
2004,Malawi,6.002,48.1,12472794,124.5,609,Sub-Saharan Africa
2005,Malawi,5.95,48.982,12822587,116.5,609,Sub-Saharan Africa
2006,Malawi,5.899,49.94,13195329,110.5,604,Sub-Saharan Africa
2007,Malawi,5.843,50.92,13589404,105.8,641,Sub-Saharan Africa
2008,Malawi,5.781,51.868,14005113,101.1,674,Sub-Saharan Africa
2009,Malawi,5.712,52.75,14442290,96.5,713,Sub-Saharan Africa
2010,Malawi,5.636,53.536,14900841,92,737,Sub-Saharan Africa
2011,Malawi,5.554,54.213,15380888,85.7,747,Sub-Saharan Africa
2012,Malawi,5.471,54.798,15882815,78.6,740,Sub-Saharan Africa
2013,Malawi,5.389,55.311,16406945,72.6,757,Sub-Saharan Africa
1964,Malaysia,5.808,61.671,9286976,74.7,3338,East Asia & Pacific
1965,Malaysia,5.655,62.175,9569499,71,3491,East Asia & Pacific
1966,Malaysia,5.492,62.66,9844029,67.5,3578,East Asia & Pacific
1967,Malaysia,5.326,63.128,10112042,64.3,3552,East Asia & Pacific
1968,Malaysia,5.165,63.581,10376210,61.3,3774,East Asia & Pacific
1969,Malaysia,5.014,64.02,10640883,58.5,3902,East Asia & Pacific
1970,Malaysia,4.872,64.446,10909353,55.8,4051,East Asia & Pacific
1971,Malaysia,4.737,64.858,11182967,53.1,4252,East Asia & Pacific
1972,Malaysia,4.603,65.258,11461117,50.5,4468,East Asia & Pacific
1973,Malaysia,4.469,65.645,11742976,47.8,5000,East Asia & Pacific
1974,Malaysia,4.337,66.021,12027040,45.2,5255,East Asia & Pacific
1975,Malaysia,4.209,66.385,12312736,42.5,5182,East Asia & Pacific
1976,Malaysia,4.092,66.739,12600292,40,5699,East Asia & Pacific
1977,Malaysia,3.99,67.081,12891897,37.4,6028,East Asia & Pacific
1978,Malaysia,3.906,67.414,13191366,35,6414,East Asia & Pacific
1979,Malaysia,3.839,67.737,13503629,32.7,6785,East Asia & Pacific
1980,Malaysia,3.789,68.051,13832586,30.5,7183,East Asia & Pacific
1981,Malaysia,3.753,68.357,14178739,28.5,7517,East Asia & Pacific
1982,Malaysia,3.725,68.654,14542156,26.6,7779,East Asia & Pacific
1983,Malaysia,3.702,68.943,14925545,24.8,8065,East Asia & Pacific
1984,Malaysia,3.679,69.224,15331937,23.2,8488,East Asia & Pacific
1985,Malaysia,3.656,69.497,15762856,21.8,8198,East Asia & Pacific
1986,Malaysia,3.63,69.763,16220169,20.5,8101,East Asia & Pacific
1987,Malaysia,3.604,70.02,16701745,19.4,8333,East Asia & Pacific
1988,Malaysia,3.576,70.269,17200067,18.4,8860,East Asia & Pacific
1989,Malaysia,3.546,70.511,17704839,17.4,9476,East Asia & Pacific
1990,Malaysia,3.515,70.746,18208562,16.6,10159,East Asia & Pacific
1991,Malaysia,3.485,70.974,18707774,15.8,10832,East Asia & Pacific
1992,Malaysia,3.454,71.197,19204087,15.1,11491,East Asia & Pacific
1993,Malaysia,3.422,71.415,19701263,14.4,12309,East Asia & Pacific
1994,Malaysia,3.385,71.628,20205446,13.8,13107,East Asia & Pacific
1995,Malaysia,3.339,71.836,20720810,13.3,14035,East Asia & Pacific
1996,Malaysia,3.275,72.04,21247102,12.9,15051,East Asia & Pacific
1997,Malaysia,3.19,72.24,21781499,12.4,15749,East Asia & Pacific
1998,Malaysia,3.085,72.435,22322448,11.7,14231,East Asia & Pacific
1999,Malaysia,2.961,72.625,22867698,11,14748,East Asia & Pacific
2000,Malaysia,2.825,72.81,23414909,10.2,15695,East Asia & Pacific
2001,Malaysia,2.683,72.989,23964621,9.5,15443,East Asia & Pacific
2002,Malaysia,2.544,73.162,24515323,8.9,15950,East Asia & Pacific
2003,Malaysia,2.418,73.329,25060184,8.5,16550,East Asia & Pacific
2004,Malaysia,2.307,73.491,25590453,8.3,17342,East Asia & Pacific
2005,Malaysia,2.216,73.652,26100241,8.1,17929,East Asia & Pacific
2006,Malaysia,2.146,73.811,26586287,8,18582,East Asia & Pacific
2007,Malaysia,2.093,73.973,27051142,8,19394,East Asia & Pacific
2008,Malaysia,2.052,74.138,27502008,8,19968,East Asia & Pacific
2009,Malaysia,2.023,74.306,27949395,8.1,19320,East Asia & Pacific
2010,Malaysia,2.002,74.479,28401017,8.3,20398,East Asia & Pacific
2011,Malaysia,1.986,74.656,28859154,8.4,21096,East Asia & Pacific
2012,Malaysia,1.975,74.836,29321798,8.4,21920,East Asia & Pacific
2013,Malaysia,1.964,75.017,29787203,8.4,22589,East Asia & Pacific
1964,Maldives,7.179,38.911,100370,315,1222,South Asia
1965,Maldives,7.201,39.793,102909,306.6,1251,South Asia
1966,Maldives,7.218,40.694,105325,297.9,1280,South Asia
1967,Maldives,7.231,41.595,107659,289,1310,South Asia
1968,Maldives,7.237,42.479,110056,279.8,1341,South Asia
1969,Maldives,7.237,43.334,112714,270.5,1372,South Asia
1970,Maldives,7.227,44.153,115772,260.9,1404,South Asia
1971,Maldives,7.201,44.934,119308,250.5,1446,South Asia
1972,Maldives,7.159,45.69,123266,239.5,1449,South Asia
1973,Maldives,7.103,46.435,127491,227.9,1439,South Asia
1974,Maldives,7.04,47.179,131752,215.9,1486,South Asia
1975,Maldives,6.981,47.938,135895,204.4,1334,South Asia
1976,Maldives,6.941,48.731,139851,193.4,1309,South Asia
1977,Maldives,6.931,49.564,143701,183,1418,South Asia
1978,Maldives,6.953,50.438,147623,173.2,1584,South Asia
1979,Maldives,7.002,51.35,151872,163.9,1706,South Asia
1980,Maldives,7.071,52.285,156626,155.3,1968,South Asia
1981,Maldives,7.146,53.222,161931,147.3,2141,South Asia
1982,Maldives,7.21,54.142,167708,140,2020,South Asia
1983,Maldives,7.245,55.028,173861,133.1,2284,South Asia
1984,Maldives,7.24,55.877,180238,126.6,2817,South Asia
1985,Maldives,7.183,56.69,186720,120.3,3091,South Asia
1986,Maldives,7.064,57.477,193275,114.5,3279,South Asia
1987,Maldives,6.888,58.256,199898,108.9,3461,South Asia
1988,Maldives,6.664,59.04,206522,103.7,3648,South Asia
1989,Maldives,6.397,59.834,213067,98.8,3866,South Asia
1990,Maldives,6.099,60.637,219474,94.1,4363,South Asia
1991,Maldives,5.783,61.443,225709,89.5,4555,South Asia
1992,Maldives,5.461,62.246,231756,85.1,4699,South Asia
1993,Maldives,5.146,63.044,237606,80.4,4850,South Asia
1994,Maldives,4.845,63.843,243256,75.7,5037,South Asia
1995,Maldives,4.56,64.656,248712,70.8,5264,South Asia
1996,Maldives,4.289,65.502,253960,65.8,5602,South Asia
1997,Maldives,4.024,66.39,259002,60.5,6120,South Asia
1998,Maldives,3.763,67.322,263867,55.2,6564,South Asia
1999,Maldives,3.51,68.289,268600,49.8,6950,South Asia
2000,Maldives,3.271,69.279,273236,44.4,7134,South Asia
2001,Maldives,3.055,70.275,277791,39.2,7247,South Asia
2002,Maldives,2.869,71.252,282266,34.3,7540,South Asia
2003,Maldives,2.715,72.188,286665,29.9,8452,South Asia
2004,Maldives,2.596,73.066,290988,28.8,9511,South Asia
2005,Maldives,2.508,73.871,295240,22.8,8619,South Asia
2006,Maldives,2.449,74.593,299419,20.1,10157,South Asia
2007,Maldives,2.41,75.238,303539,17.8,11040,South Asia
2008,Maldives,2.382,75.813,307632,16,12029,South Asia
2009,Maldives,2.36,76.324,311739,14.4,11096,South Asia
2010,Maldives,2.339,76.779,315885,13,11674,South Asia
2011,Maldives,2.314,77.188,320081,11.8,12694,South Asia
2012,Maldives,2.287,77.564,324313,10.7,12637,South Asia
2013,Maldives,2.256,77.919,328551,9.9,13353,South Asia
1964,Mali,6.793,29.097,5522231,435.8,799,Sub-Saharan Africa
1965,Mali,6.816,29.488,5597238,428.5,795,Sub-Saharan Africa
1966,Mali,6.838,29.959,5675700,421.8,811,Sub-Saharan Africa
1967,Mali,6.858,30.496,5757783,415.4,821,Sub-Saharan Africa
1968,Mali,6.875,31.086,5844286,409.8,834,Sub-Saharan Africa
1969,Mali,6.889,31.72,5936162,404.6,813,Sub-Saharan Africa
1970,Mali,6.901,32.388,6034022,400,844,Sub-Saharan Africa
1971,Mali,6.913,33.078,6138428,395.4,855,Sub-Saharan Africa
1972,Mali,6.924,33.782,6249101,390.3,880,Sub-Saharan Africa
1973,Mali,6.937,34.493,6364760,384,839,Sub-Saharan Africa
1974,Mali,6.951,35.205,6483570,376.6,801,Sub-Saharan Africa
1975,Mali,6.966,35.918,6604259,368.3,891,Sub-Saharan Africa
1976,Mali,6.982,36.636,6725776,359.4,990,Sub-Saharan Africa
1977,Mali,6.999,37.364,6848536,350.4,1043,Sub-Saharan Africa
1978,Mali,7.016,38.106,6974443,341.4,1003,Sub-Saharan Africa
1979,Mali,7.031,38.861,7106248,332.9,1227,Sub-Saharan Africa
1980,Mali,7.046,39.628,7245598,324.7,1068,Sub-Saharan Africa
1981,Mali,7.059,40.408,7394730,317,1016,Sub-Saharan Africa
1982,Mali,7.07,41.196,7552338,308.9,943,Sub-Saharan Africa
1983,Mali,7.08,41.981,7712392,300.7,969,Sub-Saharan Africa
1984,Mali,7.088,42.753,7866571,292.6,996,Sub-Saharan Africa
1985,Mali,7.093,43.498,8009705,285,1001,Sub-Saharan Africa
1986,Mali,7.095,44.204,8139016,277.9,1047,Sub-Saharan Africa
1987,Mali,7.092,44.864,8258615,271.3,1048,Sub-Saharan Africa
1988,Mali,7.086,45.467,8378673,265.2,1028,Sub-Saharan Africa
1989,Mali,7.076,46.007,8513337,259.5,1113,Sub-Saharan Africa
1990,Mali,7.062,46.469,8672868,254.4,1100,Sub-Saharan Africa
1991,Mali,7.044,46.84,8861362,250,1095,Sub-Saharan Africa
1992,Mali,7.023,47.127,9076261,246.6,1159,Sub-Saharan Africa
1993,Mali,6.999,47.345,9313042,243.9,1106,Sub-Saharan Africa
1994,Mali,6.973,47.514,9564231,242,1087,Sub-Saharan Africa
1995,Mali,6.947,47.665,9824510,240,1126,Sub-Saharan Africa
1996,Mali,6.921,47.831,10092753,237.9,1132,Sub-Saharan Africa
1997,Mali,6.896,48.04,10371338,235.3,1178,Sub-Saharan Africa
1998,Mali,6.873,48.309,10662517,231.7,1217,Sub-Saharan Africa
1999,Mali,6.853,48.65,10969725,226.4,1265,Sub-Saharan Africa
2000,Mali,6.836,49.061,11295324,219.6,1269,Sub-Saharan Africa
2001,Mali,6.822,49.53,11639798,211.2,1382,Sub-Saharan Africa
2002,Mali,6.811,50.03,12001887,201.8,1397,Sub-Saharan Africa
2003,Mali,6.803,50.538,12380104,191.8,1456,Sub-Saharan Africa
2004,Mali,6.797,51.042,12772264,181.7,1442,Sub-Saharan Africa
2005,Mali,6.796,51.533,13176642,171.8,1483,Sub-Saharan Africa
2006,Mali,6.799,52.006,13592796,162.9,1560,Sub-Saharan Africa
2007,Mali,6.806,52.467,14020786,155.1,1576,Sub-Saharan Africa
2008,Mali,6.817,52.918,14459990,148.3,1602,Sub-Saharan Africa
2009,Mali,6.83,53.358,14909813,142,1622,Sub-Saharan Africa
2010,Mali,6.841,53.788,15369809,136.6,1664,Sub-Saharan Africa
2011,Mali,6.85,54.208,15839538,131.7,1658,Sub-Saharan Africa
2012,Mali,6.852,54.622,16318897,127,1603,Sub-Saharan Africa
2013,Mali,6.847,55.032,16808242,122.7,1589,Sub-Saharan Africa
1964,Malta,2.798,68.839,307119,35.4,2830,Europe & Central Asia
1965,Malta,2.592,69.132,305851,34.3,3015,Europe & Central Asia
1966,Malta,2.401,69.417,304939,33.1,3325,Europe & Central Asia
1967,Malta,2.238,69.695,304369,31.8,3541,Europe & Central Asia
1968,Malta,2.11,69.971,304047,30.5,3885,Europe & Central Asia
1969,Malta,2.023,70.245,303822,29.2,4121,Europe & Central Asia
1970,Malta,1.975,70.515,303607,27.8,4631,Europe & Central Asia
1971,Malta,1.963,70.782,303338,26.5,4780,Europe & Central Asia
1972,Malta,1.975,71.045,303123,25.1,5080,Europe & Central Asia
1973,Malta,1.999,71.304,303243,23.8,5574,Europe & Central Asia
1974,Malta,2.028,71.558,304083,22.6,6092,Europe & Central Asia
1975,Malta,2.056,71.809,305898,21.4,7201,Europe & Central Asia
1976,Malta,2.077,72.057,308788,20.2,8275,Europe & Central Asia
1977,Malta,2.09,72.302,312621,19.2,9040,Europe & Central Asia
1978,Malta,2.097,72.545,317130,18.3,9767,Europe & Central Asia
1979,Malta,2.095,72.786,321925,17.6,10563,Europe & Central Asia
1980,Malta,2.087,73.026,326709,16.9,11200,Europe & Central Asia
1981,Malta,2.075,73.264,331406,16.3,11566,Europe & Central Asia
1982,Malta,2.064,73.499,336046,15.7,11912,Europe & Central Asia
1983,Malta,2.057,73.733,340572,15.1,11996,Europe & Central Asia
1984,Malta,2.054,73.964,344944,14.5,12324,Europe & Central Asia
1985,Malta,2.055,74.192,349135,13.9,12888,Europe & Central Asia
1986,Malta,2.059,74.418,353069,13.3,13253,Europe & Central Asia
1987,Malta,2.064,74.642,356736,12.8,13660,Europe & Central Asia
1988,Malta,2.065,74.864,360256,12.3,14683,Europe & Central Asia
1989,Malta,2.062,75.083,363812,11.8,15750,Europe & Central Asia
1990,Malta,2.054,75.301,367524,11.4,16596,Europe & Central Asia
1991,Malta,2.04,75.516,371455,11,17459,Europe & Central Asia
1992,Malta,2.022,75.728,375533,10.6,18100,Europe & Central Asia
1993,Malta,1.998,75.939,379574,10.2,18732,Europe & Central Asia
1994,Malta,1.968,76.147,383314,9.9,19616,Europe & Central Asia
1995,Malta,1.93,76.353,386576,9.5,20720,Europe & Central Asia
1996,Malta,1.881,76.558,389277,9.1,21373,Europe & Central Asia
1997,Malta,1.819,76.761,391499,8.7,22344,Europe & Central Asia
1998,Malta,1.748,76.963,393429,8.4,23347,Europe & Central Asia
1999,Malta,1.671,77.164,395339,8.1,24330,Europe & Central Asia
2000,Malta,1.593,77.364,397420,7.8,25841,Europe & Central Asia
2001,Malta,1.521,77.561,399746,7.5,24685,Europe & Central Asia
2002,Malta,1.461,77.757,402244,7.3,25191,Europe & Central Asia
2003,Malta,1.417,77.95,404787,7.1,25059,Europe & Central Asia
2004,Malta,1.388,78.141,407183,7,24766,Europe & Central Asia
2005,Malta,1.375,78.329,409295,6.9,25510,Europe & Central Asia
2006,Malta,1.373,78.514,411084,6.8,25983,Europe & Central Asia
2007,Malta,1.375,78.695,412608,6.7,27001,Europe & Central Asia
2008,Malta,1.377,78.873,413946,6.6,27872,Europe & Central Asia
2009,Malta,1.377,79.05,415220,6.5,26888,Europe & Central Asia
2010,Malta,1.373,79.225,416515,6.4,27906,Europe & Central Asia
2011,Malta,1.367,79.399,417855,6.4,28178,Europe & Central Asia
2012,Malta,1.361,79.574,419212,6.3,28271,Europe & Central Asia
2013,Malta,1.356,79.75,420557,6.1,28822,Europe & Central Asia
1964,Martinique,5.363,62.724,306700,,,America
1965,Martinique,5.278,63.284,311488,,,America
1966,Martinique,5.181,63.838,315566,,,America
1967,Martinique,5.069,64.386,318932,,,America
1968,Martinique,4.939,64.926,321649,,,America
1969,Martinique,4.789,65.46,323829,,,America
1970,Martinique,4.613,65.986,325561,,,America
1971,Martinique,4.404,66.506,326918,,,America
